0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 
5.000000000000000e-03 0.000000000000000e+00 9.998773750000000e-01 5.000000000000000e-04 0.000000000000000e+00 0.000000000000000e+00 9.998773750000000e-01 -5.000000000000000e-05 -4.905000000000000e-02 -1.000000000000000e-02 0.000000000000000e+00 0.000000000000000e+00 
1.000000000000000e-02 0.000000000000000e+00 9.995094999999999e-01 1.000000000000000e-03 0.000000000000000e+00 0.000000000000000e+00 9.995094999999999e-01 -1.000000000000000e-04 -9.810000000000001e-02 -1.000000000000000e-02 0.000000000000000e+00 0.000000000000000e+00 
1.500000000000000e-02 0.000000000000000e+00 9.988963749999999e-01 1.500000000000000e-03 0.000000000000000e+00 0.000000000000000e+00 9.988963749999999e-01 -1.500000000000000e-04 -1.471500000000000e-01 -1.000000000000000e-02 0.000000000000000e+00 0.000000000000000e+00 
2.000000000000000e-02 0.000000000000000e+00 9.980380000000000e-01 2.000000000000000e-03 0.000000000000000e+00 0.000000000000000e+00 9.980380000000000e-01 -2.000000000000000e-04 -1.962000000000000e-01 -1.000000000000000e-02 0.000000000000000e+00 0.000000000000000e+00 
2.500000000000000e-02 0.000000000000000e+00 9.969343749999999e-01 2.500000000000000e-03 0.000000000000000e+00 0.000000000000000e+00 9.969343749999999e-01 -2.500000000000000e-04 -2.452500000000000e-01 -1.000000000000000e-02 0.000000000000000e+00 0.000000000000000e+00 
3.000000000000000e-02 0.000000000000000e+00 9.955854999999999e-01 3.000000000000000e-03 0.000000000000000e+00 0.000000000000000e+00 9.955854999999999e-01 -3.000000000000000e-04 -2.943000000000000e-01 -1.000000000000000e-02 0.000000000000000e+00 0.000000000000000e+00 
3.500000000000000e-02 0.000000000000000e+00 9.939913749999999e-01 3.500000000000001e-03 0.000000000000000e+00 0.000000000000000e+00 9.939913749999999e-01 -3.500000000000001e-04 -3.433500000000000e-01 -1.000000000000000e-02 0.000000000000000e+00 0.000000000000000e+00 
4.000000000000000e-02 0.000000000000000e+00 9.921519999999999e-01 4.000000000000000e-03 0.000000000000000e+00 0.000000000000000e+00 9.921519999999999e-01 -4.000000000000000e-04 -3.924000000000000e-01 -1.000000000000000e-02 0.000000000000000e+00 0.000000000000000e+00 
4.500000000000000e-02 0.000000000000000e+00 9.900673750000000e-01 4.500000000000000e-03 0.000000000000000e+00 0.000000000000000e+00 9.900673750000000e-01 -4.500000000000000e-04 -4.414500000000000e-01 -1.000000000000000e-02 0.000000000000000e+00 0.000000000000000e+00 
5.000000000000000e-02 0.000000000000000e+00 9.877374999999999e-01 5.000000000000000e-03 0.000000000000000e+00 0.000000000000000e+00 9.877374999999999e-01 -5.000000000000000e-04 -4.905000000000000e-01 -1.000000000000000e-02 0.000000000000000e+00 0.000000000000000e+00 
